id,Kmeans_10,target
245,6,Class_1
246,9,Class_1
247,6,Class_1
248,6,Class_1
249,9,Class_1
250,6,Class_1
251,6,Class_1
252,9,Class_1
253,9,Class_1
254,9,Class_1
255,9,Class_1
256,6,Class_1
257,9,Class_1
258,9,Class_1
259,9,Class_1
260,9,Class_1
261,9,Class_1
262,6,Class_1
263,9,Class_1
264,9,Class_1
265,9,Class_1
266,9,Class_1
267,9,Class_1
268,9,Class_1
269,9,Class_1
270,6,Class_1
271,9,Class_1
272,9,Class_1
273,9,Class_1
274,9,Class_1
275,7,Class_1
276,6,Class_1
277,6,Class_1
278,6,Class_1
279,6,Class_1
280,9,Class_1
281,9,Class_1
282,6,Class_1
283,9,Class_1
284,9,Class_1
285,9,Class_1
286,6,Class_1
287,9,Class_1
288,9,Class_1
289,9,Class_1
290,9,Class_1
291,9,Class_1
292,6,Class_1
293,9,Class_1
294,9,Class_1
295,9,Class_1
296,9,Class_1
297,6,Class_1
298,9,Class_1
299,6,Class_1
300,9,Class_1
301,9,Class_1
302,6,Class_1
303,9,Class_1
304,6,Class_1
305,6,Class_1
306,3,Class_1
307,9,Class_1
308,9,Class_1
309,9,Class_1
310,9,Class_1
311,9,Class_1
312,9,Class_1
313,9,Class_1
314,6,Class_1
315,0,Class_1
316,9,Class_1
317,6,Class_1
318,9,Class_1
319,9,Class_1
320,9,Class_1
321,6,Class_1
322,9,Class_1
323,6,Class_1
324,9,Class_1
325,9,Class_1
326,9,Class_1
327,9,Class_1
328,9,Class_1
329,9,Class_1
330,6,Class_1
331,9,Class_1
332,6,Class_1
333,9,Class_1
334,6,Class_1
335,2,Class_1
336,6,Class_1
337,9,Class_1
338,6,Class_1
339,9,Class_1
340,6,Class_1
341,9,Class_1
342,9,Class_1
343,9,Class_1
344,6,Class_1
345,6,Class_1
346,6,Class_1
347,9,Class_1
348,9,Class_1
349,6,Class_1
350,9,Class_1
351,9,Class_1
352,9,Class_1
353,9,Class_1
354,9,Class_1
355,6,Class_1
356,9,Class_1
357,9,Class_1
358,9,Class_1
359,9,Class_1
360,9,Class_1
361,9,Class_1
362,9,Class_1
363,6,Class_1
364,9,Class_1
365,6,Class_1
366,6,Class_1
367,9,Class_1
368,9,Class_1
369,4,Class_1
370,9,Class_1
371,6,Class_1
372,9,Class_1
373,9,Class_1
374,9,Class_1
375,9,Class_1
376,9,Class_1
377,6,Class_1
378,9,Class_1
379,6,Class_1
380,0,Class_1
381,4,Class_1
382,9,Class_1
383,9,Class_1
384,9,Class_1
385,6,Class_1
386,9,Class_1
387,0,Class_1
388,6,Class_1
389,6,Class_1
390,6,Class_1
391,9,Class_1
392,9,Class_1
393,9,Class_1
394,9,Class_1
395,6,Class_1
396,7,Class_1
397,4,Class_1
398,9,Class_1
399,9,Class_1
400,9,Class_1
401,9,Class_1
402,9,Class_1
403,6,Class_1
404,9,Class_1
405,9,Class_1
406,6,Class_1
407,4,Class_1
408,6,Class_1
409,6,Class_1
410,0,Class_1
411,6,Class_1
412,9,Class_1
413,9,Class_1
414,6,Class_1
415,9,Class_1
416,6,Class_1
417,9,Class_1
418,6,Class_1
419,6,Class_1
420,0,Class_1
421,6,Class_1
422,9,Class_1
423,9,Class_1
424,8,Class_1
425,9,Class_1
426,6,Class_1
427,9,Class_1
428,9,Class_1
429,6,Class_1
430,0,Class_1
431,9,Class_1
432,9,Class_1
433,6,Class_1
434,9,Class_1
435,9,Class_1
436,6,Class_1
437,9,Class_1
438,9,Class_1
439,9,Class_1
440,9,Class_1
441,9,Class_1
442,9,Class_1
443,7,Class_1
444,6,Class_1
445,9,Class_1
446,9,Class_1
447,7,Class_1
448,9,Class_1
449,8,Class_1
450,9,Class_1
451,9,Class_1
452,6,Class_1
453,6,Class_1
454,6,Class_1
455,9,Class_1
456,9,Class_1
457,9,Class_1
458,9,Class_1
459,9,Class_1
460,9,Class_1
461,6,Class_1
462,9,Class_1
463,9,Class_1
464,9,Class_1
465,9,Class_1
466,9,Class_1
467,9,Class_1
468,6,Class_1
469,6,Class_1
470,9,Class_1
471,9,Class_1
472,9,Class_1
473,9,Class_1
474,9,Class_1
475,9,Class_1
476,9,Class_1
477,6,Class_1
478,6,Class_1
479,9,Class_1
480,9,Class_1
481,9,Class_1
482,9,Class_1
483,7,Class_1
484,6,Class_1
485,6,Class_1
486,6,Class_1
487,9,Class_1
488,0,Class_1
489,9,Class_1
490,6,Class_1
491,9,Class_1
492,1,Class_1
493,4,Class_1
494,9,Class_1
495,8,Class_1
496,9,Class_1
497,9,Class_1
498,0,Class_1
499,6,Class_1
500,6,Class_1
501,0,Class_1
502,9,Class_1
503,9,Class_1
504,6,Class_1
505,6,Class_1
506,9,Class_1
507,6,Class_1
508,9,Class_1
509,9,Class_1
510,3,Class_1
511,9,Class_1
512,9,Class_1
513,9,Class_1
514,9,Class_1
515,7,Class_1
516,0,Class_1
517,9,Class_1
518,9,Class_1
519,0,Class_1
520,7,Class_1
521,9,Class_1
522,9,Class_1
523,9,Class_1
524,1,Class_1
525,9,Class_1
526,9,Class_1
527,6,Class_1
528,9,Class_1
529,9,Class_1
530,9,Class_1
531,6,Class_1
532,6,Class_1
533,6,Class_1
534,7,Class_1
535,9,Class_1
536,9,Class_1
537,8,Class_1
538,9,Class_1
539,9,Class_1
540,9,Class_1
541,9,Class_1
542,1,Class_1
543,9,Class_1
544,9,Class_1
545,6,Class_1
546,0,Class_1
547,9,Class_1
548,0,Class_1
549,6,Class_1
550,9,Class_1
551,6,Class_1
552,0,Class_1
553,9,Class_1
554,6,Class_1
555,9,Class_1
556,9,Class_1
557,9,Class_1
558,9,Class_1
559,6,Class_1
560,9,Class_1
561,9,Class_1
562,9,Class_1
563,9,Class_1
564,9,Class_1
565,9,Class_1
566,6,Class_1
567,9,Class_1
568,9,Class_1
569,9,Class_1
570,9,Class_1
571,6,Class_1
572,0,Class_1
573,9,Class_1
574,9,Class_1
575,2,Class_1
576,2,Class_1
577,8,Class_1
578,9,Class_1
579,9,Class_1
580,9,Class_1
581,6,Class_1
582,6,Class_1
583,9,Class_1
584,6,Class_1
585,9,Class_1
586,6,Class_1
587,9,Class_1
588,9,Class_1
589,6,Class_1
590,9,Class_1
591,6,Class_1
592,6,Class_1
593,2,Class_1
594,9,Class_1
595,6,Class_1
596,9,Class_1
597,9,Class_1
598,9,Class_1
599,9,Class_1
600,5,Class_1
601,6,Class_1
602,6,Class_1
603,6,Class_1
604,9,Class_1
605,9,Class_1
606,6,Class_1
607,6,Class_1
608,6,Class_1
609,6,Class_1
610,4,Class_1
611,1,Class_1
612,0,Class_1
613,9,Class_1
614,7,Class_1
615,9,Class_1
616,0,Class_1
617,6,Class_1
618,6,Class_1
619,9,Class_1
620,6,Class_1
621,9,Class_1
622,9,Class_1
623,1,Class_1
624,9,Class_1
625,9,Class_1
626,3,Class_1
627,9,Class_1
628,9,Class_1
629,6,Class_1
630,3,Class_1
631,9,Class_1
632,9,Class_1
633,9,Class_1
634,9,Class_1
635,9,Class_1
636,0,Class_1
637,9,Class_1
638,8,Class_1
639,6,Class_1
640,9,Class_1
641,6,Class_1
642,9,Class_1
643,9,Class_1
644,1,Class_1
645,6,Class_1
646,9,Class_1
647,9,Class_1
648,9,Class_1
649,8,Class_1
650,9,Class_1
651,9,Class_1
652,9,Class_1
653,9,Class_1
654,9,Class_1
655,9,Class_1
656,0,Class_1
657,6,Class_1
658,9,Class_1
659,9,Class_1
660,9,Class_1
661,9,Class_1
662,9,Class_1
663,9,Class_1
664,1,Class_1
665,0,Class_1
666,9,Class_1
667,9,Class_1
668,9,Class_1
669,9,Class_1
670,9,Class_1
671,8,Class_1
672,9,Class_1
673,9,Class_1
674,9,Class_1
675,9,Class_1
676,1,Class_1
677,9,Class_1
678,9,Class_1
679,9,Class_1
680,9,Class_1
681,3,Class_1
682,9,Class_1
683,9,Class_1
684,9,Class_1
685,9,Class_1
686,9,Class_1
687,6,Class_1
688,9,Class_1
689,9,Class_1
690,9,Class_1
691,9,Class_1
692,0,Class_1
693,9,Class_1
694,9,Class_1
695,0,Class_1
696,9,Class_1
697,9,Class_1
698,9,Class_1
699,9,Class_1
700,9,Class_1
701,9,Class_1
702,9,Class_1
703,9,Class_1
704,9,Class_1
705,9,Class_1
706,6,Class_1
707,3,Class_1
708,9,Class_1
709,9,Class_1
710,9,Class_1
711,9,Class_1
712,6,Class_1
713,9,Class_1
714,9,Class_1
715,9,Class_1
716,6,Class_1
717,9,Class_1
718,9,Class_1
719,9,Class_1
720,9,Class_1
721,8,Class_1
722,9,Class_1
723,9,Class_1
724,9,Class_1
725,9,Class_1
726,9,Class_1
727,9,Class_1
728,8,Class_1
729,3,Class_1
730,9,Class_1
731,9,Class_1
732,9,Class_1
733,6,Class_1
734,9,Class_1
735,9,Class_1
736,9,Class_1
737,8,Class_1
738,9,Class_1
739,9,Class_1
740,9,Class_1
741,9,Class_1
742,0,Class_1
743,9,Class_1
744,0,Class_1
745,0,Class_1
746,9,Class_1
747,6,Class_1
748,1,Class_1
749,9,Class_1
750,9,Class_1
751,9,Class_1
752,9,Class_1
753,9,Class_1
754,9,Class_1
755,1,Class_1
756,1,Class_1
757,9,Class_1
758,9,Class_1
759,9,Class_1
760,8,Class_1
761,0,Class_1
762,0,Class_1
763,7,Class_1
764,9,Class_1
765,6,Class_1
766,9,Class_1
767,9,Class_1
768,8,Class_1
769,6,Class_1
770,0,Class_1
771,9,Class_1
772,9,Class_1
773,9,Class_1
774,9,Class_1
775,9,Class_1
776,9,Class_1
777,6,Class_1
778,9,Class_1
779,9,Class_1
780,0,Class_1
781,9,Class_1
782,9,Class_1
783,0,Class_1
784,9,Class_1
785,9,Class_1
786,9,Class_1
787,9,Class_1
788,8,Class_1
789,9,Class_1
790,0,Class_1
791,9,Class_1
792,6,Class_1
793,7,Class_1
794,0,Class_1
795,0,Class_1
796,9,Class_1
797,6,Class_1
798,9,Class_1
799,0,Class_1
800,9,Class_1
801,6,Class_1
802,9,Class_1
803,9,Class_1
804,9,Class_1
805,9,Class_1
806,0,Class_1
807,9,Class_1
808,9,Class_1
809,6,Class_1
810,0,Class_1
811,6,Class_1
812,6,Class_1
813,6,Class_1
814,6,Class_1
815,0,Class_1
816,9,Class_1
817,9,Class_1
818,6,Class_1
819,6,Class_1
820,9,Class_1
821,6,Class_1
822,6,Class_1
823,9,Class_1
824,9,Class_1
825,9,Class_1
826,9,Class_1
827,0,Class_1
828,0,Class_1
829,9,Class_1
830,9,Class_1
831,0,Class_1
832,6,Class_1
833,0,Class_1
834,9,Class_1
835,9,Class_1
836,9,Class_1
837,9,Class_1
838,1,Class_1
839,9,Class_1
840,0,Class_1
841,6,Class_1
842,9,Class_1
843,8,Class_1
844,9,Class_1
845,6,Class_1
846,6,Class_1
847,9,Class_1
848,9,Class_1
849,9,Class_1
850,6,Class_1
851,0,Class_1
852,9,Class_1
853,9,Class_1
854,6,Class_1
855,9,Class_1
856,9,Class_1
857,9,Class_1
858,9,Class_1
859,9,Class_1
860,9,Class_1
861,9,Class_1
862,6,Class_1
863,9,Class_1
864,9,Class_1
865,7,Class_1
866,9,Class_1
867,9,Class_1
868,9,Class_1
869,9,Class_1
870,7,Class_1
871,1,Class_1
872,9,Class_1
873,9,Class_1
874,9,Class_1
875,9,Class_1
876,0,Class_1
877,2,Class_1
878,9,Class_1
879,9,Class_1
880,6,Class_1
881,6,Class_1
882,9,Class_1
883,1,Class_1
884,8,Class_1
885,9,Class_1
886,9,Class_1
887,7,Class_1
888,9,Class_1
889,1,Class_1
890,3,Class_1
891,0,Class_1
892,9,Class_1
893,6,Class_1
894,9,Class_1
895,0,Class_1
896,1,Class_1
897,9,Class_1
898,9,Class_1
899,6,Class_1
900,9,Class_1
901,9,Class_1
902,1,Class_1
903,3,Class_1
904,6,Class_1
905,9,Class_1
906,9,Class_1
907,0,Class_1
908,6,Class_1
909,6,Class_1
910,6,Class_1
911,6,Class_1
912,9,Class_1
913,9,Class_1
914,9,Class_1
915,9,Class_1
916,0,Class_1
917,1,Class_1
918,9,Class_1
919,9,Class_1
920,9,Class_1
921,9,Class_1
922,9,Class_1
923,9,Class_1
924,0,Class_1
925,8,Class_1
926,8,Class_1
927,9,Class_1
928,6,Class_1
929,9,Class_1
930,9,Class_1
931,9,Class_1
932,0,Class_1
933,0,Class_1
934,0,Class_1
935,1,Class_1
936,9,Class_1
937,9,Class_1
938,9,Class_1
939,0,Class_1
940,9,Class_1
941,6,Class_1
942,8,Class_1
943,9,Class_1
944,9,Class_1
945,3,Class_1
946,9,Class_1
947,9,Class_1
948,9,Class_1
949,9,Class_1
950,0,Class_1
951,9,Class_1
952,6,Class_1
953,9,Class_1
954,9,Class_1
955,9,Class_1
956,6,Class_1
957,9,Class_1
958,9,Class_1
959,9,Class_1
960,1,Class_1
961,6,Class_1
962,9,Class_1
963,6,Class_1
964,7,Class_1
965,9,Class_1
966,0,Class_1
967,6,Class_1
968,6,Class_1
969,0,Class_1
970,9,Class_1
971,0,Class_1
972,0,Class_1
973,9,Class_1
974,1,Class_1
975,9,Class_1
976,6,Class_1
977,9,Class_1
978,9,Class_1
979,9,Class_1
980,9,Class_1
981,6,Class_1
982,9,Class_1
983,9,Class_1
984,9,Class_1
985,6,Class_1
986,9,Class_1
987,8,Class_1
988,9,Class_1
989,6,Class_1
990,9,Class_1
991,8,Class_1
992,9,Class_1
993,0,Class_1
994,9,Class_1
995,0,Class_1
996,9,Class_1
997,9,Class_1
998,1,Class_1
999,9,Class_1
1000,0,Class_1
1001,1,Class_1
1002,9,Class_1
1003,9,Class_1
1004,6,Class_1
1005,9,Class_1
1006,6,Class_1
1007,9,Class_1
1008,6,Class_1
1009,9,Class_1
1010,7,Class_1
1011,9,Class_1
1012,0,Class_1
1013,9,Class_1
1014,9,Class_1
1015,6,Class_1
1016,0,Class_1
1017,0,Class_1
1018,6,Class_1
1019,9,Class_1
1020,3,Class_1
1021,8,Class_1
1022,9,Class_1
1023,9,Class_1
1024,9,Class_1
1025,0,Class_1
1026,9,Class_1
1027,9,Class_1
1028,9,Class_1
1029,9,Class_1
1030,9,Class_1
1031,0,Class_1
1032,9,Class_1
1033,9,Class_1
1034,9,Class_1
1035,0,Class_1
1036,9,Class_1
1037,8,Class_1
1038,9,Class_1
1039,9,Class_1
1040,7,Class_1
1041,9,Class_1
1042,6,Class_1
1043,6,Class_1
1044,0,Class_1
1045,7,Class_1
1046,9,Class_1
1047,8,Class_1
1048,3,Class_1
1049,9,Class_1
1050,1,Class_1
1051,9,Class_1
1052,9,Class_1
1053,9,Class_1
1054,9,Class_1
1055,6,Class_1
1056,0,Class_1
1057,9,Class_1
1058,0,Class_1
1059,0,Class_1
1060,6,Class_1
1061,1,Class_1
1062,6,Class_1
1063,9,Class_1
1064,9,Class_1
1065,0,Class_1
1066,9,Class_1
1067,9,Class_1
1068,9,Class_1
1069,6,Class_1
1070,9,Class_1
1071,9,Class_1
1072,9,Class_1
1073,9,Class_1
1074,0,Class_1
1075,7,Class_1
1076,9,Class_1
1077,9,Class_1
1078,0,Class_1
1079,6,Class_1
1080,9,Class_1
1081,9,Class_1
1082,0,Class_1
1083,9,Class_1
1084,1,Class_1
1085,6,Class_1
1086,9,Class_1
1087,6,Class_1
1088,6,Class_1
1089,9,Class_1
1090,9,Class_1
1091,7,Class_1
1092,6,Class_1
1093,9,Class_1
1094,9,Class_1
1095,6,Class_1
1096,0,Class_1
1097,6,Class_1
1098,0,Class_1
1099,9,Class_1
1100,1,Class_1
1101,9,Class_1
1102,0,Class_1
1103,0,Class_1
1104,7,Class_1
1105,9,Class_1
1106,9,Class_1
1107,9,Class_1
1108,9,Class_1
1109,0,Class_1
1110,1,Class_1
1111,9,Class_1
1112,9,Class_1
1113,6,Class_1
1114,9,Class_1
1115,9,Class_1
1116,0,Class_1
1117,9,Class_1
1118,0,Class_1
1119,9,Class_1
1120,3,Class_1
1121,9,Class_1
1122,0,Class_1
1123,8,Class_1
1124,9,Class_1
1125,9,Class_1
1126,9,Class_1
1127,0,Class_1
1128,7,Class_1
1129,9,Class_1
1130,8,Class_1
1131,8,Class_1
1132,0,Class_1
1133,9,Class_1
1134,9,Class_1
1135,0,Class_1
1136,0,Class_1
1137,3,Class_1
1138,0,Class_1
1139,9,Class_1
1140,9,Class_1
1141,9,Class_1
1142,0,Class_1
1143,9,Class_1
1144,6,Class_1
1145,1,Class_1
1146,9,Class_1
1147,0,Class_1
1148,0,Class_1
1149,9,Class_1
1150,9,Class_1
1151,9,Class_1
1152,6,Class_1
1153,0,Class_1
1154,9,Class_1
1155,8,Class_1
1156,9,Class_1
1157,9,Class_1
1158,9,Class_1
1159,6,Class_1
1160,0,Class_1
1161,9,Class_1
1162,0,Class_1
1163,9,Class_1
1164,9,Class_1
1165,0,Class_1
1166,6,Class_1
1167,7,Class_1
1168,6,Class_1
1169,0,Class_1
1170,0,Class_1
1171,9,Class_1
1172,0,Class_1
1173,9,Class_1
1174,9,Class_1
1175,1,Class_1
1176,0,Class_1
1177,9,Class_1
1178,9,Class_1
1179,0,Class_1
1180,1,Class_1
1181,9,Class_1
1182,9,Class_1
1183,9,Class_1
1184,0,Class_1
1185,6,Class_1
1186,9,Class_1
1187,9,Class_1
1188,6,Class_1
1189,0,Class_1
1190,9,Class_1
1191,9,Class_1
1192,0,Class_1
1193,1,Class_1
1194,9,Class_1
1195,9,Class_1
1196,0,Class_1
1197,9,Class_1
1198,0,Class_1
1199,0,Class_1
1200,0,Class_1
1201,8,Class_1
1202,7,Class_1
1203,6,Class_1
1204,6,Class_1
1205,6,Class_1
1206,9,Class_1
1207,0,Class_1
1208,9,Class_1
1209,6,Class_1
1210,9,Class_1
1211,9,Class_1
1212,8,Class_1
1213,1,Class_1
1214,0,Class_1
1215,9,Class_1
1216,0,Class_1
1217,0,Class_1
1218,0,Class_1
1219,1,Class_1
1220,1,Class_1
1221,0,Class_1
1222,9,Class_1
1223,9,Class_1
1224,9,Class_1
1225,0,Class_1
1226,9,Class_1
1227,0,Class_1
1228,3,Class_1
1229,0,Class_1
1230,6,Class_1
1231,9,Class_1
1232,0,Class_1
1233,0,Class_1
1234,9,Class_1
1235,0,Class_1
1236,0,Class_1
1237,9,Class_1
1238,9,Class_1
1239,9,Class_1
1240,9,Class_1
1241,1,Class_1
1242,7,Class_1
1243,0,Class_1
1244,9,Class_1
1245,9,Class_1
1246,9,Class_1
1247,9,Class_1
1248,9,Class_1
1249,9,Class_1
1250,9,Class_1
1251,9,Class_1
1252,9,Class_1
1253,1,Class_1
1254,0,Class_1
1255,0,Class_1
1256,1,Class_1
1257,7,Class_1
1258,0,Class_1
1259,0,Class_1
1260,9,Class_1
1261,9,Class_1
1262,0,Class_1
1263,9,Class_1
1264,0,Class_1
1265,6,Class_1
1266,0,Class_1
1267,9,Class_1
1268,6,Class_1
1269,9,Class_1
1270,9,Class_1
1271,9,Class_1
1272,9,Class_1
1273,0,Class_1
1274,9,Class_1
1275,0,Class_1
1276,0,Class_1
1277,6,Class_1
1278,9,Class_1
1279,0,Class_1
1280,0,Class_1
1281,9,Class_1
1282,0,Class_1
1283,9,Class_1
1284,9,Class_1
1285,7,Class_1
1286,0,Class_1
1287,8,Class_1
1288,0,Class_1
1289,1,Class_1
1290,9,Class_1
1291,0,Class_1
1292,9,Class_1
1293,9,Class_1
1294,0,Class_1
1295,9,Class_1
1296,9,Class_1
1297,9,Class_1
1298,1,Class_1
1299,0,Class_1
1300,0,Class_1
1301,6,Class_1
1302,0,Class_1
1303,0,Class_1
1304,9,Class_1
1305,8,Class_1
1306,0,Class_1
1307,9,Class_1
1308,6,Class_1
1309,9,Class_1
1310,0,Class_1
1311,0,Class_1
1312,0,Class_1
1313,8,Class_1
1314,9,Class_1
1315,9,Class_1
1316,3,Class_1
1317,9,Class_1
1318,9,Class_1
1319,6,Class_1
1320,9,Class_1
1321,9,Class_1
1322,9,Class_1
1323,9,Class_1
1324,6,Class_1
1325,9,Class_1
1326,9,Class_1
1327,0,Class_1
1328,9,Class_1
1329,0,Class_1
1330,9,Class_1
1331,6,Class_1
1332,0,Class_1
1333,9,Class_1
1334,6,Class_1
1335,9,Class_1
1336,9,Class_1
1337,9,Class_1
1338,0,Class_1
1339,9,Class_1
1340,9,Class_1
1341,0,Class_1
1342,9,Class_1
1343,9,Class_1
1344,9,Class_1
1345,8,Class_1
1346,9,Class_1
1347,9,Class_1
1348,9,Class_1
1349,1,Class_1
1350,9,Class_1
1351,0,Class_1
1352,9,Class_1
1353,6,Class_1
1354,0,Class_1
1355,0,Class_1
1356,0,Class_1
1357,9,Class_1
1358,9,Class_1
1359,6,Class_1
1360,9,Class_1
1361,9,Class_1
1362,6,Class_1
1363,7,Class_1
1364,0,Class_1
1365,1,Class_1
1366,9,Class_1
1367,6,Class_1
1368,9,Class_1
1369,0,Class_1
1370,0,Class_1
1371,9,Class_1
1372,9,Class_1
1373,0,Class_1
1374,9,Class_1
1375,0,Class_1
1376,9,Class_1
1377,9,Class_1
1378,9,Class_1
1379,9,Class_1
1380,0,Class_1
1381,0,Class_1
1382,9,Class_1
1383,0,Class_1
1384,0,Class_1
1385,9,Class_1
1386,9,Class_1
1387,9,Class_1
1388,9,Class_1
1389,1,Class_1
1390,9,Class_1
1391,1,Class_1
1392,9,Class_1
1393,9,Class_1
1394,9,Class_1
1395,9,Class_1
1396,6,Class_1
1397,9,Class_1
1398,0,Class_1
1399,0,Class_1
1400,6,Class_1
1401,9,Class_1
1402,9,Class_1
1403,7,Class_1
1404,9,Class_1
1405,0,Class_1
1406,3,Class_1
1407,0,Class_1
1408,9,Class_1
1409,0,Class_1
1410,9,Class_1
1411,9,Class_1
1412,8,Class_1
1413,6,Class_1
1414,9,Class_1
1415,9,Class_1
1416,9,Class_1
1417,9,Class_1
1418,0,Class_1
1419,9,Class_1
1420,0,Class_1
1421,9,Class_1
1422,0,Class_1
1423,9,Class_1
1424,7,Class_1
1425,9,Class_1
1426,0,Class_1
1427,9,Class_1
1428,9,Class_1
1429,6,Class_1
1430,0,Class_1
1431,8,Class_1
1432,0,Class_1
1433,0,Class_1
1434,0,Class_1
1435,8,Class_1
1436,6,Class_1
1437,9,Class_1
1438,9,Class_1
1439,1,Class_1
1440,9,Class_1
1441,0,Class_1
1442,7,Class_1
1443,0,Class_1
1444,9,Class_1
1445,0,Class_1
1446,9,Class_1
1447,6,Class_1
1448,9,Class_1
1449,0,Class_1
1450,9,Class_1
1451,9,Class_1
1452,9,Class_1
1453,9,Class_1
1454,0,Class_1
1455,8,Class_1
1456,6,Class_1
1457,1,Class_1
1458,9,Class_1
1459,9,Class_1
1460,0,Class_1
1461,6,Class_1
1462,6,Class_1
1463,0,Class_1
1464,9,Class_1
1465,9,Class_1
1466,0,Class_1
1467,0,Class_1
1468,7,Class_1
1469,0,Class_1
1470,7,Class_1
1471,9,Class_1
1472,9,Class_1
1473,9,Class_1
1474,9,Class_1
1475,7,Class_1
1476,7,Class_1
1477,9,Class_1
1478,9,Class_1
1479,0,Class_1
1480,9,Class_1
1481,6,Class_1
1482,3,Class_1
1483,8,Class_1
1484,9,Class_1
1485,9,Class_1
1486,1,Class_1
1487,9,Class_1
1488,0,Class_1
1489,9,Class_1
1490,9,Class_1
1491,9,Class_1
1492,9,Class_1
1493,8,Class_1
1494,9,Class_1
1495,9,Class_1
1496,0,Class_1
1497,0,Class_1
